method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem8,413.0405,0.8456063,1.010481,3.228996,0.8049068,-273.7720237150726,1383.8112872757697
SOBOL,CMA,Problem8,419.3766,0.7918307,0.7965015,0.8767729,0.6911711,-24.759713296666988,1161.051357332678
SOBOL,CMA,Problem8,419.3766,0.7985919,0.7965015,0.8767729,0.5913292,-32.31345273572112,1332.3918064125403
SOBOL,CMA,Problem8,419.3766,0.7985919,0.7965015,0.8767729,0.6911711,-34.60919664025036,1475.504567545725
SOBOL,CMA,Problem8,419.3766,0.7985919,0.7965015,2.809859,0.6911711,-414.28811356731933,1502.835927624062
SOBOL,CMA,Problem8,419.3766,0.7985919,1.436523,0.8767729,0.6911711,-347.66557889922774,1308.348505740832
SOBOL,CMA,Problem8,423.361,0.2473725,1.656093,0.8085693,0.4755735,197.62022843463373,1579.4077709617582
SOBOL,CMA,Problem8,423.361,0.769813,1.369808,0.3863213,0.2690499,-350.4068607611264,1532.2655793666859
SOBOL,CMA,Problem8,427.4951,0.3144066,1.809755,3.948361,0.4231364,-425.22100105588555,1566.9803276198456
SOBOL,CMA,Problem8,427.4951,0.706463,0.9425882,2.452019,0.5641369,-135.5067073215607,1571.5084901076586
SOBOL,CMA,Problem8,432.6112,0.1367973,0.3500677,2.473451,0.1048912,-179.91239133364766,1608.520568946749
SOBOL,CMA,Problem8,432.6112,0.3666527,0.3500677,2.333052,0.1048912,-461.4597614329466,1464.8537829915008
SOBOL,CMA,Problem8,432.6112,0.3666527,0.3500677,2.473451,0.1048912,-21.143577215452062,1415.2034659528777
SOBOL,CMA,Problem8,432.6112,0.3666527,0.3500677,2.473451,0.1538145,-264.3260959578632,1473.8871890414841
SOBOL,CMA,Problem8,432.6112,0.3666527,0.5074794,2.473451,0.1048912,65.60755961366455,1441.524906981818
SOBOL,CMA,Problem8,437.742,0.5001981,0.9165475,2.208239,0.6402431,-190.84499954245368,1842.5575783814327
SOBOL,CMA,Problem8,437.742,0.9061488,0.3163381,2.208239,0.6402431,-212.81215351370707,883.4789237974422
SOBOL,CMA,Problem8,437.742,0.9061488,0.9165475,1.096972,0.6402431,-639.2452226560753,1365.417064457709
SOBOL,CMA,Problem8,437.742,0.9061488,0.9165475,2.208239,0.1946892,102.00769435494959,1255.0748129472297
SOBOL,CMA,Problem8,437.742,0.9061488,0.9165475,2.208239,0.6402431,-171.02789116807247,1534.5688619087975
SOBOL,CMA,Problem8,441.2727,0.6189104,1.465791,3.866043,0.554062,-130.1830349768907,1502.6094874465327
SOBOL,CMA,Problem8,441.2727,0.6594036,1.298262,3.866043,0.554062,253.96302854900256,1578.287429098799
SOBOL,CMA,Problem8,441.2727,0.6594036,1.465791,0.347498,0.554062,-255.40319502440863,1430.374245939711
SOBOL,CMA,Problem8,441.2727,0.6594036,1.465791,3.866043,0.554062,-232.03578209597737,1408.3520872910492
SOBOL,CMA,Problem8,441.2727,0.6594036,1.465791,3.866043,0.7168362,-276.2122142087101,1759.236155854459
SOBOL,CMA,Problem8,447.3591,0.2302968,1.786121,2.53082,0.04230243,-277.4966601863556,1384.6826254196171
SOBOL,CMA,Problem8,447.3591,0.7214148,1.390587,1.852998,0.5968429,-433.7798464190707,1607.4810366359065
SOBOL,CMA,Problem8,45.2968,0.53514,0.135732,0.0749023,0.988092,-266.1546543402115,2257.1319690729256
SOBOL,CMA,Problem8,45.2968,0.89298,1.44514,3.06297,0.523711,-570.7805669760476,1978.6891767934244
SOBOL,CMA,Problem8,452.0354,0.2337061,1.160092,0.889038,0.02845462,-165.05784233401283,1668.1754230024756
SOBOL,CMA,Problem8,452.0354,0.7019271,0.6807141,0.889038,0.02845462,-425.67618573454797,1511.0722791870007
SOBOL,CMA,Problem8,452.0354,0.7019271,1.160092,0.889038,0.02845462,85.69049972915329,1420.017520400051
SOBOL,CMA,Problem8,452.0354,0.7019271,1.160092,0.889038,0.3836272,-347.0873075599102,1476.2218720184826
SOBOL,CMA,Problem8,452.0354,0.7019271,1.160092,2.244583,0.02845462,-249.95346131971036,1440.5770087079056
SOBOL,CMA,Problem8,457.8886,0.57321,1.529832,2.302077,0.1718879,-374.43364994282297,1408.4967579815516
SOBOL,CMA,Problem8,457.8886,0.9109152,1.046389,0.5956908,0.4900786,117.31525977444298,1383.9590181905733
SOBOL,CMA,Problem8,463.5259,0.6400176,1.994208,1.810798,0.569208,-69.71459959460363,1785.4735587765342
SOBOL,CMA,Problem8,463.5259,0.9464145,0.3983366,1.054001,0.9473522,-199.31851308471616,1304.7480384531138
SOBOL,CMA,Problem8,467.0972,0.1676593,0.9343806,2.900439,0.1693101,-474.95170224848084,1621.0974352351313
SOBOL,CMA,Problem8,467.0972,0.1676593,0.9343806,2.900439,0.6506142,78.4751510394679,1427.0697957132136
SOBOL,CMA,Problem8,467.0972,0.1676593,0.9343806,3.258746,0.1693101,-400.19454447885283,1795.2279646248078
SOBOL,CMA,Problem8,467.0972,0.1676593,1.749444,2.900439,0.1693101,-258.84096644892986,1542.3920439920573
SOBOL,CMA,Problem8,467.0972,0.8592472,0.9343806,2.900439,0.1693101,-1.8109792583791355,1336.8807862538415
SOBOL,CMA,Problem8,474.3437,0.4220079,1.13644,2.125602,0.9729405,202.0104831623098,1592.6382979359112
SOBOL,CMA,Problem8,474.3437,0.4220079,1.910652,2.125602,0.7572403,-129.559008287807,1614.2631730668938
SOBOL,CMA,Problem8,474.3437,0.4220079,1.910652,2.125602,0.9729405,-506.0082277344279,1464.5038434994617
SOBOL,CMA,Problem8,474.3437,0.4220079,1.910652,3.996314,0.9729405,-300.2573786962248,1548.5755147716454
SOBOL,CMA,Problem8,474.3437,0.6365972,1.910652,2.125602,0.9729405,-394.2903414822435,1643.3296746342612
SOBOL,CMA,Problem8,480.167,0.6569085,1.816597,0.6305503,0.6710551,-18.6178716491891,1548.06386610114
SOBOL,CMA,Problem8,480.167,0.777108,1.898037,0.4616832,0.2620464,-92.10506276225065,1660.0518183808983
SOBOL,CMA,Problem8,481.3269,0.4408859,1.639227,0.8287061,0.4961657,36.81933600182491,1521.9497296589673
SOBOL,CMA,Problem8,481.3269,0.4621626,0.4929067,1.860702,0.8950983,-65.04262044259252,1428.3939289496047
SOBOL,CMA,Problem8,487.0613,0.3877689,1.702382,2.691188,0.2144219,-426.4181693302042,1619.4928527310842
SOBOL,CMA,Problem8,487.0613,0.424383,0.1154626,0.5055045,0.4559808,-120.85179271393068,1033.7905703228034
SOBOL,CMA,Problem8,491.6404,0.1279479,0.1972775,0.2987897,0.124621,217.7057178867354,1550.4351276163593
SOBOL,CMA,Problem8,491.6404,0.6346277,0.5448913,0.7420677,0.1388872,198.18816328811047,1277.5503476834738
SOBOL,CMA,Problem8,495.3062,0.1483991,0.6718209,0.9547917,0.202128,-70.9166148075893,1616.5308875325388
SOBOL,CMA,Problem8,495.3062,0.1483991,0.6718209,0.9547917,0.8790616,-214.84095565077425,1443.488343759346
SOBOL,CMA,Problem8,495.3062,0.1483991,0.6718209,2.409471,0.8790616,-119.69818480032194,1703.898314395354
SOBOL,CMA,Problem8,495.3062,0.1483991,0.783057,0.9547917,0.8790616,68.28431822252769,1485.8996451548326
SOBOL,CMA,Problem8,495.3062,0.8916487,0.6718209,0.9547917,0.8790616,-254.59075571816783,1525.5233889299348
SOBOL,CMA,Problem8,501.1061,0.103148,1.197121,3.493101,0.00394249,-251.3632420089143,1527.240554228144
SOBOL,CMA,Problem8,501.1061,0.34926,1.197121,2.760401,0.00394249,271.8840894236501,1887.3430087440615
SOBOL,CMA,Problem8,501.1061,0.34926,1.197121,3.493101,0.00394249,-371.7778477293008,1663.9859693708177
SOBOL,CMA,Problem8,501.1061,0.34926,1.197121,3.493101,0.3453318,-126.15288754910924,1671.6287552362846
SOBOL,CMA,Problem8,501.1061,0.34926,1.705647,3.493101,0.00394249,-274.1844594632516,1460.4380656486987
SOBOL,CMA,Problem8,509.458,0.2599298,1.256647,3.15338,0.4873856,-19.866319066929933,1654.7613612308285
SOBOL,CMA,Problem8,509.458,0.9929165,1.256647,0.1433814,0.4873856,-164.9632497042624,1345.1273876622108
SOBOL,CMA,Problem8,509.458,0.9929165,1.256647,3.15338,0.4004774,-421.1386659813932,1203.763794708268
SOBOL,CMA,Problem8,509.458,0.9929165,1.256647,3.15338,0.4873856,-426.98124286079485,1172.231802342816
SOBOL,CMA,Problem8,509.458,0.9929165,1.585277,3.15338,0.4873856,-88.45553827878288,1655.8579034942888
SOBOL,CMA,Problem8,51.9664,0.753247,0.234883,1.24049,0.942472,-828.260356043754,1973.32285641907
SOBOL,CMA,Problem8,51.9664,0.753247,0.35796,0.121995,0.942472,-385.7153818656615,1945.6477429097279
SOBOL,CMA,Problem8,51.9664,0.753247,0.35796,1.24049,0.580981,-789.8453255589467,1979.05773533174
SOBOL,CMA,Problem8,51.9664,0.753247,0.35796,1.24049,0.942472,-653.309437419068,2371.0124275721546
SOBOL,CMA,Problem8,51.9664,0.828659,0.35796,1.24049,0.942472,-362.23189892638624,1862.954145786907
SOBOL,CMA,Problem8,513.4679,0.4572586,0.1430703,0.04084607,0.1591724,-102.77480379688292,1314.6737120095727
SOBOL,CMA,Problem8,513.4679,0.6097415,1.92251,1.378631,0.820587,-388.0879587735224,1560.1982917577877
SOBOL,CMA,Problem8,515.533,0.1739754,1.33866,0.9230261,0.2408761,339.6873711773715,1540.5837553931844
SOBOL,CMA,Problem8,515.533,0.1739754,1.33866,0.9230261,0.4390948,-208.88047918232965,1465.8966753621087
SOBOL,CMA,Problem8,515.533,0.1739754,1.33866,2.092663,0.4390948,-702.4313331368924,1592.4704328330308
SOBOL,CMA,Problem8,515.533,0.1739754,1.989412,0.9230261,0.4390948,-196.38948716100518,1597.9726243700916
SOBOL,CMA,Problem8,515.533,0.8219681,1.33866,0.9230261,0.4390948,-359.2607794983272,1390.5917291842536
SOBOL,CMA,Problem8,523.7697,0.2302968,1.390587,1.852998,0.5968429,-105.44623687250268,1697.651322555618
SOBOL,CMA,Problem8,523.7697,0.7214148,1.390587,1.852998,0.04230243,-90.59606779981954,1544.8819370063406
SOBOL,CMA,Problem8,523.7697,0.7214148,1.390587,1.852998,0.5968429,18.360751113575006,1061.2054059979569
SOBOL,CMA,Problem8,523.7697,0.7214148,1.390587,2.53082,0.5968429,60.025328735205825,1502.987262214414
SOBOL,CMA,Problem8,523.7697,0.7214148,1.786121,1.852998,0.5968429,-202.9652947385204,1398.1476737202158
SOBOL,CMA,Problem8,526.096,0.1204278,0.2767335,1.679787,0.3429888,-318.01380748486565,1605.385601579097
SOBOL,CMA,Problem8,526.096,0.1204278,0.2767335,3.648408,0.3429888,-253.27466905579556,1851.7282037356576
SOBOL,CMA,Problem8,526.096,0.1204278,0.2767335,3.648408,0.8118276,-260.8635033682474,1435.419239439854
SOBOL,CMA,Problem8,526.096,0.1204278,0.6112478,3.648408,0.3429888,-129.75912971842718,1459.9594725231832
SOBOL,CMA,Problem8,526.096,0.5082309,0.2767335,3.648408,0.3429888,-123.42115438191492,1229.925284530435
SOBOL,CMA,Problem8,530.9743,0.7532466,0.3579599,1.240487,0.9424721,-87.91854964986267,1050.5977510181683
SOBOL,CMA,Problem8,530.9743,0.8286588,0.2348827,0.1219947,0.5809814,67.34018120310232,1051.4270307983945
SOBOL,CMA,Problem8,539.2496,0.2359775,0.629609,0.9651765,0.2537211,-452.79757834872356,1431.420667079756
SOBOL,CMA,Problem8,539.2496,0.3705204,1.79624,0.3383421,0.2207454,-137.25171817826333,1809.6130447328503
SOBOL,CMA,Problem8,541.4917,0.4471453,0.4276268,3.768091,0.7653224,-166.3688767830193,1084.1684471845165
SOBOL,CMA,Problem8,541.4917,0.4471453,0.754186,0.705622,0.7653224,-239.8680593006572,1292.8943597777773
SOBOL,CMA,Problem8,541.4917,0.4471453,0.754186,3.768091,0.3028988,-258.51356715413266,1242.301493234478
SOBOL,CMA,Problem8,541.4917,0.4471453,0.754186,3.768091,0.7653224,-102.72265582704249,1321.7701794380541
SOBOL,CMA,Problem8,541.4917,0.8774506,0.754186,3.768091,0.7653224,-41.82254861162777,1143.0671211558754
SOBOL,CMA,Problem8,544.9428,0.2826657,0.4184827,2.942701,0.4300623,-125.47150085508999,1372.5997503956953
SOBOL,CMA,Problem8,544.9428,0.3205495,0.7881792,2.015996,0.8749897,171.35063551601428,1796.8396243132022
SOBOL,CMA,Problem8,55.0933,0.300231,0.106222,2.67397,0.208101,-535.2213301242679,2005.643256389017
SOBOL,CMA,Problem8,55.0933,0.341797,0.106222,1.47434,0.208101,-598.6111236577211,2115.7903172243105
SOBOL,CMA,Problem8,55.0933,0.341797,0.106222,2.67397,0.208101,-456.55370589692,2068.9253701051803
SOBOL,CMA,Problem8,55.0933,0.341797,0.106222,2.67397,0.894078,-374.70722999712757,2031.2147295377517
SOBOL,CMA,Problem8,55.0933,0.341797,1.42186,2.67397,0.208101,-644.1077774347148,2185.0120584554898
SOBOL,CMA,Problem8,554.1217,0.1076611,0.1488811,0.1987371,0.1648462,16.05287901221023,1249.0574742034757
SOBOL,CMA,Problem8,554.1217,0.1076611,0.1488811,0.1987371,0.6244519,-458.26272189718145,1013.1806923630631
SOBOL,CMA,Problem8,554.1217,0.1076611,0.1488811,2.895928,0.6244519,-358.24786763575827,1378.119997340051
SOBOL,CMA,Problem8,554.1217,0.1076611,0.7074309,0.1987371,0.6244519,-442.6008736032556,1592.602392618991
SOBOL,CMA,Problem8,554.1217,0.1836662,0.1488811,0.1987371,0.6244519,-15.228973071991,950.4214205601779
SOBOL,CMA,Problem8,557.3319,0.1861988,1.638024,3.911697,0.5406203,-140.12972654132162,1578.6344917650488
SOBOL,CMA,Problem8,557.3319,0.6918462,0.4532615,3.911697,0.5406203,67.3168859662733,1343.927973366827
SOBOL,CMA,Problem8,557.3319,0.6918462,1.638024,3.053068,0.5406203,77.32358810402602,1653.8878986610362
SOBOL,CMA,Problem8,557.3319,0.6918462,1.638024,3.911697,0.4455603,103.97832296529191,1417.0470692803744
SOBOL,CMA,Problem8,557.3319,0.6918462,1.638024,3.911697,0.5406203,-325.0416892606468,1420.5086930540642
SOBOL,CMA,Problem8,563.2279,0.1325833,0.9193931,1.384249,0.5044903,-484.56556050428895,1436.7505392517294
SOBOL,CMA,Problem8,563.2279,0.6854434,0.9193931,0.775871,0.5044903,-342.5905799810223,1082.600229565024
SOBOL,CMA,Problem8,563.2279,0.6854434,0.9193931,1.384249,0.3786501,-51.62673480628702,1279.9715853424307
SOBOL,CMA,Problem8,563.2279,0.6854434,0.9193931,1.384249,0.5044903,84.15895728913236,1241.7791736623317
SOBOL,CMA,Problem8,563.2279,0.6854434,1.08283,1.384249,0.5044903,-160.3320129851898,1183.9711045227411
SOBOL,CMA,Problem8,565.0259,0.4705767,1.059732,1.797045,0.46624,-245.53212135053948,1595.1204730301179
SOBOL,CMA,Problem8,565.0259,0.9251809,0.1785504,3.018734,0.2844846,-121.16990798972732,871.5977342284584
SOBOL,CMA,Problem8,572.5124,0.663611,0.7727346,0.5593976,0.0550294,-22.679841960159102,1313.6640921584126
SOBOL,CMA,Problem8,572.5124,0.7609045,0.8541177,2.982514,0.9346222,-347.487327999766,1398.2632162962914
SOBOL,CMA,Problem8,576.5841,0.4046054,1.233655,3.398699,0.06439829,-37.67805521440635,1494.234707926423
SOBOL,CMA,Problem8,576.5841,0.4046054,1.624517,0.6138049,0.06439829,-333.3529889959564,1630.0668493109843
SOBOL,CMA,Problem8,576.5841,0.4046054,1.624517,3.398699,0.06439829,-663.5954907145327,1493.6917975050383
SOBOL,CMA,Problem8,576.5841,0.4046054,1.624517,3.398699,0.08823883,-401.02149503816725,1674.727467188529
SOBOL,CMA,Problem8,576.5841,0.9322958,1.624517,3.398699,0.06439829,-476.5973318186459,1323.7447001691166
SOBOL,CMA,Problem8,583.9169,0.80847,1.508261,0.1787058,0.7241852,78.69458155130665,885.0629408268468
SOBOL,CMA,Problem8,583.9169,0.9723593,1.661264,3.814999,0.8676364,47.84788226578993,1666.3858874760438
SOBOL,CMA,Problem8,586.1379,0.2490274,1.230136,3.198913,0.3650882,-151.49737990160145,1535.7699999344982
SOBOL,CMA,Problem8,586.1379,0.2760788,0.9735404,2.037019,0.3626334,-267.0634037817958,1706.3430476660342
SOBOL,CMA,Problem8,592.3858,0.3144066,0.9425882,2.452019,0.5641369,-245.54724897810166,1259.9972541087388
SOBOL,CMA,Problem8,592.3858,0.706463,0.9425882,2.452019,0.4231364,-68.96511360078618,1730.5753191418264
SOBOL,CMA,Problem8,592.3858,0.706463,0.9425882,2.452019,0.5641369,-230.87230456763353,1475.5409360337435
SOBOL,CMA,Problem8,592.3858,0.706463,0.9425882,3.948361,0.5641369,145.53375080258672,1261.2533072212084
SOBOL,CMA,Problem8,592.3858,0.706463,1.809755,2.452019,0.5641369,-104.02361872338682,1407.439611985449
SOBOL,CMA,Problem8,596.5343,0.2473725,1.369808,0.3863213,0.2690499,-7.239298449922805,1718.3727387812191
SOBOL,CMA,Problem8,596.5343,0.769813,1.369808,0.3863213,0.2690499,144.8095218804585,1252.0820142253856
SOBOL,CMA,Problem8,596.5343,0.769813,1.369808,0.3863213,0.4755735,-54.733085488001215,1293.569899973633
SOBOL,CMA,Problem8,596.5343,0.769813,1.369808,0.8085693,0.2690499,-109.23253816868386,1444.5717619878787
SOBOL,CMA,Problem8,596.5343,0.769813,1.656093,0.3863213,0.2690499,-39.34922840488228,1463.919528241337
SOBOL,CMA,Problem8,603.4103,0.676478,1.324963,3.532476,0.1400888,9.410105648767763,1342.1303495664856
SOBOL,CMA,Problem8,603.4103,0.6974293,0.8374493,1.777649,0.9995784,-33.957976697196685,1220.9104478256993
SOBOL,CMA,Problem8,607.699,0.676478,0.8374493,3.532476,0.1400888,-192.52315890519304,1402.7384799981844
SOBOL,CMA,Problem8,607.699,0.676478,1.324963,1.777649,0.1400888,-377.05461903654555,1216.9292575158372
SOBOL,CMA,Problem8,607.699,0.676478,1.324963,3.532476,0.1400888,-72.7689661449926,1454.2281592521404
SOBOL,CMA,Problem8,607.699,0.676478,1.324963,3.532476,0.9995784,-125.06253263765662,1431.6366753240977
SOBOL,CMA,Problem8,607.699,0.6974293,1.324963,3.532476,0.1400888,-228.89762334507358,1274.8766136983404
SOBOL,CMA,Problem8,609.9496,0.739461,0.3841117,1.005599,0.6112768,-22.646877515394753,1190.714520952863
SOBOL,CMA,Problem8,609.9496,0.9555523,0.3841117,1.005599,0.6112768,-5.243207428215614,1004.094137828456
SOBOL,CMA,Problem8,609.9496,0.9555523,0.3841117,1.005599,0.9116372,-25.83384877912613,962.1684396611364
SOBOL,CMA,Problem8,609.9496,0.9555523,0.3841117,1.03517,0.6112768,166.72894060342736,1155.506339891057
SOBOL,CMA,Problem8,609.9496,0.9555523,1.724991,1.005599,0.6112768,-212.42557799490208,1236.4464320645855
SOBOL,CMA,Problem8,615.0427,0.6224913,0.9838938,0.7348295,0.7052124,-95.52950872581714,1317.293225547528
SOBOL,CMA,Problem8,615.0427,0.6300542,0.588132,0.7348295,0.7052124,-227.77543274791086,1218.1709437588556
SOBOL,CMA,Problem8,615.0427,0.6300542,0.9838938,0.6902914,0.7052124,27.949127888670326,1266.3699232624529
SOBOL,CMA,Problem8,615.0427,0.6300542,0.9838938,0.7348295,0.4545397,-147.71942761141062,1205.125431639414
SOBOL,CMA,Problem8,615.0427,0.6300542,0.9838938,0.7348295,0.7052124,87.48303327778379,1467.0429816721467
SOBOL,CMA,Problem8,620.043,0.2490274,0.9735404,2.037019,0.3626334,-401.0952034255104,1828.9503934661664
SOBOL,CMA,Problem8,620.043,0.2760788,0.9735404,2.037019,0.3626334,-308.4908308911981,1670.3163495081544
SOBOL,CMA,Problem8,620.043,0.2760788,0.9735404,2.037019,0.3650882,-42.92684036158932,1567.1760718531539
SOBOL,CMA,Problem8,620.043,0.2760788,0.9735404,3.198913,0.3626334,-427.4867078342395,1319.853430841227
SOBOL,CMA,Problem8,620.043,0.2760788,1.230136,2.037019,0.3626334,-293.29029863467133,1632.8491324540037
SOBOL,CMA,Problem8,623.8592,0.7199064,0.7600122,3.924572,0.8263602,-594.331761543258,1616.0046545274365
SOBOL,CMA,Problem8,623.8592,0.7356897,0.7600122,1.652061,0.8263602,-441.9529173982438,1272.5991553019232
SOBOL,CMA,Problem8,623.8592,0.7356897,0.7600122,3.924572,0.2176542,-6.14633920574748,1318.7408867331328
SOBOL,CMA,Problem8,623.8592,0.7356897,0.7600122,3.924572,0.8263602,-178.2886816995773,1310.8474040960073
SOBOL,CMA,Problem8,623.8592,0.7356897,1.025726,3.924572,0.8263602,-225.69475885081607,1337.4971036125617
SOBOL,CMA,Problem8,633.1891,0.217187,0.6627346,3.35179,0.9073949,-91.75315804767112,1731.6963824425122
SOBOL,CMA,Problem8,633.1891,0.8321034,1.488021,1.137848,0.05037216,284.78477099238654,1155.8282245888586
SOBOL,CMA,Problem8,634.7353,0.6569085,1.816597,0.4616832,0.6710551,-128.60770551891818,1116.8551963988489
SOBOL,CMA,Problem8,634.7353,0.6569085,1.816597,0.6305503,0.2620464,-487.22990594415234,1234.914852260885
SOBOL,CMA,Problem8,634.7353,0.6569085,1.816597,0.6305503,0.6710551,8.661960477835354,1183.4094065461097
SOBOL,CMA,Problem8,634.7353,0.6569085,1.898037,0.6305503,0.6710551,-166.77747048534218,1349.433590291817
SOBOL,CMA,Problem8,634.7353,0.777108,1.816597,0.6305503,0.6710551,-67.8476503847152,1001.0680647417136
SOBOL,CMA,Problem8,64.2682,0.375925,1.11001,1.11881,0.227642,-438.3744079313223,2153.137392749288
SOBOL,CMA,Problem8,64.2682,0.375925,1.11001,3.7534,0.227642,-844.1166021275476,1950.1733139417247
SOBOL,CMA,Problem8,64.2682,0.375925,1.11001,3.7534,0.291524,-996.708926489466,1937.3293261842543
SOBOL,CMA,Problem8,64.2682,0.375925,1.5386,3.7534,0.227642,-614.1443875105371,2219.116612806343
SOBOL,CMA,Problem8,64.2682,0.453855,1.11001,3.7534,0.227642,-704.3995512344678,2383.762661847498
SOBOL,CMA,Problem8,642.7047,0.3950802,1.131737,3.580616,0.02410488,-239.36364040647578,1482.6470845312447
SOBOL,CMA,Problem8,642.7047,0.9834076,0.844899,3.580616,0.02410488,-436.2028190562772,1204.3296551233682
SOBOL,CMA,Problem8,642.7047,0.9834076,1.131737,2.706108,0.02410488,27.48700863456873,1383.3995105555734
SOBOL,CMA,Problem8,642.7047,0.9834076,1.131737,3.580616,0.02410488,-275.17332147465675,1459.7907892945216
SOBOL,CMA,Problem8,642.7047,0.9834076,1.131737,3.580616,0.5858898,-154.58010821208953,1101.487726387488
SOBOL,CMA,Problem8,643.6722,0.5265413,0.4700099,0.4034652,0.8479647,-76.77083084462082,864.7459628773273
SOBOL,CMA,Problem8,643.6722,0.7496841,0.4048125,3.02954,0.5496306,-492.6378965746973,1272.0433378182688
SOBOL,CMA,Problem8,649.7453,0.1808979,0.5674719,2.108987,0.8850051,-100.87097116259831,1422.452123136478
SOBOL,CMA,Problem8,649.7453,0.8521011,0.5674719,1.231014,0.8850051,36.36177064973033,1255.693067587968
SOBOL,CMA,Problem8,649.7453,0.8521011,0.5674719,2.108987,0.5123074,-77.53492375980726,1149.9290767575199
SOBOL,CMA,Problem8,649.7453,0.8521011,0.5674719,2.108987,0.8850051,52.93485004981736,1208.677271821301
SOBOL,CMA,Problem8,649.7453,0.8521011,0.5771389,2.108987,0.8850051,-251.37816548822568,1601.4492734914909
SOBOL,CMA,Problem8,655.15,0.4776302,0.5546012,1.539169,0.9376459,-332.01188451871326,1162.390909677598
SOBOL,CMA,Problem8,655.15,0.7159896,0.1200692,0.4234902,0.9510808,-26.521870163990204,895.1781139456242
SOBOL,CMA,Problem8,660.2403,0.1907498,0.3885991,2.377605,0.2733963,-318.86216031343685,1270.0372168512179
SOBOL,CMA,Problem8,660.2403,0.3459208,0.8936355,1.288418,0.6628151,-507.07137341481484,1757.9388538803762
SOBOL,CMA,Problem8,666.4256,0.2691578,0.8117721,1.907486,0.838234,-253.60816627487506,1288.9795889947661
SOBOL,CMA,Problem8,666.4256,0.8354167,0.3071619,3.730666,0.7792027,-260.29848921402044,1231.9544445434985
SOBOL,CMA,Problem8,668.5254,0.5046578,0.9628013,1.433478,0.6599226,-214.66718744225454,1288.5997861132016
SOBOL,CMA,Problem8,668.5254,0.6028033,0.903173,1.433478,0.6599226,-157.31012848065888,1504.0313049842687
SOBOL,CMA,Problem8,668.5254,0.6028033,0.9628013,1.073031,0.6599226,-99.09351188626925,1249.06209591976
SOBOL,CMA,Problem8,668.5254,0.6028033,0.9628013,1.433478,0.6292673,-98.10557120602783,1121.4624032862537
SOBOL,CMA,Problem8,668.5254,0.6028033,0.9628013,1.433478,0.6599226,-40.4084780661312,1297.416717583912
SOBOL,CMA,Problem8,67.5032,0.56778,1.01048,3.229,0.804907,-742.1251592690926,2144.022411697287
SOBOL,CMA,Problem8,67.5032,0.845606,1.12321,3.33217,0.286357,-534.5880248134031,2002.3183550015362
SOBOL,CMA,Problem8,676.9334,0.2246338,0.325466,0.9086745,0.6999965,131.3669706408007,1236.1001131305532
SOBOL,CMA,Problem8,676.9334,0.2246338,1.216438,0.9086745,0.6999965,-137.75562569331632,1412.8201731931263
SOBOL,CMA,Problem8,676.9334,0.2246338,1.216438,0.9086745,0.882424,-22.664552745114197,1773.248787963483
SOBOL,CMA,Problem8,676.9334,0.2246338,1.216438,1.940454,0.6999965,-470.22703134380555,1411.2927007637525
SOBOL,CMA,Problem8,676.9334,0.9384402,1.216438,0.9086745,0.6999965,286.3883654736004,1173.874363931308
SOBOL,CMA,Problem8,682.5501,0.3258394,1.967188,0.6617965,0.07542655,-155.74516298116635,1531.0967029201463
SOBOL,CMA,Problem8,682.5501,0.8682007,1.735952,0.6556087,0.3970799,-392.9661406052892,1381.1197684898743
SOBOL,CMA,Problem8,687.8453,0.3903657,1.935766,2.643097,0.464017,-249.02098001949534,1241.5618595889862
SOBOL,CMA,Problem8,687.8453,0.3985419,1.098217,2.643097,0.464017,-97.38273706933269,1063.7985581439061
SOBOL,CMA,Problem8,687.8453,0.3985419,1.935766,0.5794948,0.464017,-293.07469425289247,1474.8522995468097
SOBOL,CMA,Problem8,687.8453,0.3985419,1.935766,2.643097,0.04921992,-385.03736609003863,1343.8448480685038
SOBOL,CMA,Problem8,687.8453,0.3985419,1.935766,2.643097,0.464017,-292.3382637529225,1557.485295453541
SOBOL,CMA,Problem8,689.8298,0.4831034,0.5988695,3.304109,0.08253914,41.41085503251801,1425.2672215660148
SOBOL,CMA,Problem8,689.8298,0.4831034,0.5988695,3.304109,0.3331873,-157.29666952916807,1417.4111150073925
SOBOL,CMA,Problem8,689.8298,0.4831034,0.5988695,3.423225,0.3331873,-608.3104969948623,1285.0166804134083
SOBOL,CMA,Problem8,689.8298,0.4831034,1.945404,3.304109,0.3331873,-482.2813265560224,1169.916518987617
SOBOL,CMA,Problem8,689.8298,0.681906,0.5988695,3.304109,0.3331873,-297.5311686361383,1484.9857236604091
SOBOL,CMA,Problem8,696.2703,0.2599298,1.585277,0.1433814,0.4004774,-434.6942242639267,1353.2039567526526
SOBOL,CMA,Problem8,696.2703,0.9929165,1.256647,3.15338,0.4873856,-343.5946437913884,1341.7251555398288
SOBOL,CMA,Problem8,698.5754,0.4166525,1.32646,0.2250264,0.5284689,-293.39655945045416,1085.7829700555715
SOBOL,CMA,Problem8,698.5754,0.5591944,1.723767,2.494047,0.7649975,173.28426930781447,1366.1785468208616
SOBOL,CMA,Problem8,705.1347,0.5684179,0.1575475,2.743495,0.7994136,-9.283761156102173,1058.824735124667
