method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem17,276.3278,0.1461686,1.269672,0.7996195,0.9498901,57.40506078026188,43.73777763683395
SOBOL,CMA,Problem17,276.3278,0.1461686,1.269672,1.058295,0.8101729,60.350615238198074,58.50116672601176
SOBOL,CMA,Problem17,276.3278,0.6389835,1.269672,0.7996195,0.8101729,50.14281675878896,43.68182202521109
SOBOL,CMA,Problem17,278.6109,0.1187655,0.5618745,0.4199328,0.1849528,42.3657929840552,36.7122404067143
SOBOL,CMA,Problem17,278.6109,0.1187655,0.5618745,2.08575,0.1849528,65.21495698882515,61.08672555282565
SOBOL,CMA,Problem17,278.6109,0.1187655,0.5618745,2.08575,0.680371,33.96160179932252,40.45278485901354
SOBOL,CMA,Problem17,278.6109,0.1187655,1.420561,2.08575,0.1849528,42.619858491837434,42.86341168105917
SOBOL,CMA,Problem17,278.6109,0.4457066,0.5618745,2.08575,0.1849528,56.7177176571989,49.48530946345901
SOBOL,CMA,Problem17,285.6611,0.7663354,0.6168146,0.4524873,0.3729472,59.16437264849974,49.380711328950376
SOBOL,CMA,Problem17,285.6611,0.9481863,0.6168146,0.4524873,0.3729472,44.83939114811859,37.20867336500045
SOBOL,CMA,Problem17,285.6611,0.9481863,0.6168146,0.4524873,0.705471,47.38486834892977,40.160401452681164
SOBOL,CMA,Problem17,285.6611,0.9481863,0.6168146,1.434887,0.3729472,49.45232755431123,43.18779054335127
SOBOL,CMA,Problem17,285.6611,0.9481863,0.8935326,0.4524873,0.3729472,54.26967619809355,61.438303074021455
SOBOL,CMA,Problem17,289.4095,0.4666358,1.063419,2.137308,0.1990447,61.429602749247614,61.38902677431431
SOBOL,CMA,Problem17,289.4095,0.7794783,0.9362349,1.034291,0.4802977,45.16422638407139,47.65019819460442
SOBOL,CMA,Problem17,294.719,0.3693372,0.2777793,3.428184,0.2307189,75.94412725540387,72.76286825375254
SOBOL,CMA,Problem17,294.719,0.955398,1.643528,0.2079858,0.01488995,49.23009314102145,52.566925103851574
SOBOL,CMA,Problem17,298.0234,0.3070124,1.209976,2.660054,0.6862861,41.67015585035885,39.90843351571415
SOBOL,CMA,Problem17,298.0234,0.6169173,0.2030821,2.660054,0.6862861,42.274749376749476,36.485005557849334
SOBOL,CMA,Problem17,298.0234,0.6169173,1.209976,2.599925,0.6862861,63.202238985390835,53.318284838368996
SOBOL,CMA,Problem17,298.0234,0.6169173,1.209976,2.660054,0.2636124,37.83854195325788,35.13373592834515
SOBOL,CMA,Problem17,298.0234,0.6169173,1.209976,2.660054,0.6862861,43.87810824211623,50.602303296418164
SOBOL,CMA,Problem17,302.6597,0.3914773,0.1052797,1.933193,0.8160174,65.33458080337135,51.75299171348458
SOBOL,CMA,Problem17,302.6597,0.3914773,0.1052797,1.933193,0.9057646,59.29322295085742,57.9257503631344
SOBOL,CMA,Problem17,302.6597,0.3914773,0.1052797,3.098977,0.8160174,45.920961438938456,51.86620717876161
SOBOL,CMA,Problem17,302.6597,0.3914773,0.9752225,1.933193,0.8160174,56.14280549150324,53.190498317008405
SOBOL,CMA,Problem17,302.6597,0.5232084,0.1052797,1.933193,0.8160174,70.16365022499386,61.372033091978864
SOBOL,CMA,Problem17,310.5061,0.2029709,1.097208,0.9079218,0.7855908,43.70883779440996,41.953561853433484
SOBOL,CMA,Problem17,310.5061,0.2029709,1.097208,2.925113,0.7855908,48.42387419410973,43.30207920280419
SOBOL,CMA,Problem17,310.5061,0.2029709,1.097208,2.925113,0.8937139,45.04152174417345,43.09585037237641
SOBOL,CMA,Problem17,310.5061,0.2029709,1.971131,2.925113,0.7855908,47.26533819699068,44.52944413447173
SOBOL,CMA,Problem17,310.5061,0.3364996,1.097208,2.925113,0.7855908,59.51769481211147,54.23603977218786
SOBOL,CMA,Problem17,314.2465,0.2813641,1.256507,2.620604,0.6631319,36.5094261283907,37.96653134784088
SOBOL,CMA,Problem17,314.2465,0.9804515,1.595812,3.381222,0.1882619,61.270146578411534,50.019369570820224
SOBOL,CMA,Problem17,32.8701,0.196129,0.42939,1.08443,0.167255,43.85346210804075,53.083857424518115
SOBOL,CMA,Problem17,32.8701,0.954934,0.42939,1.08443,0.167255,50.09859788759368,50.99094500541444
SOBOL,CMA,Problem17,32.8701,0.954934,0.42939,1.08443,0.712914,61.67682501095088,60.39986880735989
SOBOL,CMA,Problem17,32.8701,0.954934,0.42939,3.8324,0.167255,40.77313629914766,32.221797890320616
SOBOL,CMA,Problem17,32.8701,0.954934,1.16689,1.08443,0.167255,44.74495870051631,43.275306714017646
SOBOL,CMA,Problem17,320.7312,0.3808564,1.138874,3.522454,0.2371649,55.82846907604584,46.55447352233601
SOBOL,CMA,Problem17,320.7312,0.5191281,1.138874,0.4844501,0.2371649,57.492633862811665,57.15918243284703
SOBOL,CMA,Problem17,320.7312,0.5191281,1.138874,3.522454,0.2371649,65.68662556284997,61.698568385506725
SOBOL,CMA,Problem17,320.7312,0.5191281,1.138874,3.522454,0.4054765,39.2529790954975,42.91686441849116
SOBOL,CMA,Problem17,320.7312,0.5191281,1.755549,3.522454,0.2371649,57.84220453699594,48.90700679969757
SOBOL,CMA,Problem17,323.5339,0.5610846,1.926949,1.134815,0.3670946,42.42101173526176,36.13452852232366
SOBOL,CMA,Problem17,323.5339,0.9765883,1.877387,2.787415,0.1290711,39.86920147291268,37.61994851935737
SOBOL,CMA,Problem17,328.5013,0.1461686,1.269672,0.7996195,0.8101729,45.02228573786899,43.96166830962155
SOBOL,CMA,Problem17,328.5013,0.6389835,0.3316819,1.058295,0.9498901,49.78513369762278,44.51365787353173
SOBOL,CMA,Problem17,334.6809,0.7711177,1.482844,2.649294,0.2189879,46.779356133145576,42.89398662643728
SOBOL,CMA,Problem17,334.6809,0.9432599,1.85965,0.241128,0.3052498,56.317597468696825,43.80019768594375
SOBOL,CMA,Problem17,340.8027,0.5973859,0.3433241,1.628855,0.8436551,51.527930730185865,60.01017117926291
SOBOL,CMA,Problem17,340.8027,0.9384701,1.0247,2.277104,0.4786614,48.024417408903375,55.89645795775434
SOBOL,CMA,Problem17,342.1068,0.2950303,1.369944,2.871304,0.4292569,66.1508795483351,51.28817903895002
SOBOL,CMA,Problem17,342.1068,0.4023044,1.435252,2.760949,0.6275409,46.26266249261084,54.098045085018576
SOBOL,CMA,Problem17,349.542,0.5156476,0.1785854,0.04767526,0.416992,53.26521557964254,45.35303142909048
SOBOL,CMA,Problem17,349.542,0.5156476,0.1785854,0.04767526,0.6344019,45.93357453286444,42.32432177266019
SOBOL,CMA,Problem17,349.542,0.5156476,0.1785854,0.807865,0.6344019,55.22321568429369,42.61621766486176
SOBOL,CMA,Problem17,349.542,0.5156476,1.919376,0.04767526,0.6344019,56.14395085749004,55.80969017780854
SOBOL,CMA,Problem17,349.542,0.9086738,0.1785854,0.04767526,0.6344019,36.901846494338066,40.08263639232267
SOBOL,CMA,Problem17,353.018,0.183472,1.821929,1.202582,0.2464895,72.10224221951735,77.80072308550692
SOBOL,CMA,Problem17,353.018,0.6959702,0.3172176,1.518078,0.2565098,49.718811415870235,57.698257671138954
SOBOL,CMA,Problem17,361.1883,0.5372662,0.2457877,3.190348,0.9805209,58.29759707542118,49.474808121522905
SOBOL,CMA,Problem17,361.1883,0.5372662,0.2457877,3.787829,0.6096756,57.43037342265851,48.97143662688132
SOBOL,CMA,Problem17,361.1883,0.5372662,0.2457877,3.787829,0.9805209,46.40508579689791,44.966154834653985
SOBOL,CMA,Problem17,361.1883,0.5372662,1.052681,3.787829,0.9805209,53.754575425985884,48.23845281748488
SOBOL,CMA,Problem17,361.1883,0.7525587,0.2457877,3.787829,0.9805209,57.3710137975394,61.69819878888655
SOBOL,CMA,Problem17,361.5187,0.5943645,1.405398,1.254877,0.0530257,50.278850737189906,44.18957716926132
SOBOL,CMA,Problem17,361.5187,0.5943645,1.405398,1.254877,0.7268819,53.73645628157853,49.33296981386555
SOBOL,CMA,Problem17,361.5187,0.5943645,1.405398,1.382696,0.7268819,69.214948531137,57.5498368491315
SOBOL,CMA,Problem17,361.5187,0.5943645,1.729432,1.254877,0.7268819,66.65625614394027,67.5347458449544
SOBOL,CMA,Problem17,361.5187,0.8850214,1.405398,1.254877,0.7268819,39.19147727088771,42.83165485860285
SOBOL,CMA,Problem17,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,40.12411157693138,43.78562242267233
SOBOL,CMA,Problem17,367.0909,0.3968368,0.6316843,3.939827,0.1088956,45.52304090922135,51.107357666074606
SOBOL,CMA,Problem17,367.0909,0.3968368,0.6316843,3.939827,0.7517646,65.38932392530492,65.64468106112668
SOBOL,CMA,Problem17,367.0909,0.3968368,1.152388,3.939827,0.1088956,50.5692604626923,50.59858700641513
SOBOL,CMA,Problem17,367.0909,0.9862196,0.6316843,3.939827,0.1088956,47.63507300218255,43.5993034359413
SOBOL,CMA,Problem17,37.23,0.162372,1.72345,3.30136,0.471975,50.02706386872206,53.77088383599921
SOBOL,CMA,Problem17,37.23,0.628197,1.72345,1.47825,0.471975,57.11072341646741,49.74842910995253
SOBOL,CMA,Problem17,37.23,0.628197,1.72345,3.30136,0.471975,42.54545452903393,33.091340009353786
SOBOL,CMA,Problem17,37.23,0.628197,1.72345,3.30136,0.741845,67.91347224668972,54.61393019699992
SOBOL,CMA,Problem17,37.23,0.628197,1.95821,3.30136,0.471975,38.044092059017764,38.14526285943942
SOBOL,CMA,Problem17,372.8055,0.2896884,1.441908,0.7094493,0.7605842,54.23113808813428,53.564540694965864
SOBOL,CMA,Problem17,372.8055,0.8505244,1.901408,0.184114,0.3995408,64.807564070256,41.52056981692356
SOBOL,CMA,Problem17,377.5268,0.6874587,1.978254,3.110016,0.6155336,50.921961696265114,51.49421273465407
SOBOL,CMA,Problem17,377.5268,0.8057915,1.418608,0.2744622,0.02759668,37.69828829446282,43.78650416889566
SOBOL,CMA,Problem17,382.6024,0.9166577,0.8559236,2.740937,0.3481797,60.054946701675455,52.66357290882037
SOBOL,CMA,Problem17,382.6024,0.9622031,0.3610924,2.740937,0.3481797,56.07062880869891,60.314270374714376
SOBOL,CMA,Problem17,382.6024,0.9622031,0.8559236,2.050185,0.3481797,61.5408777625775,57.96259831882907
SOBOL,CMA,Problem17,382.6024,0.9622031,0.8559236,2.740937,0.3302859,39.09950397748971,47.19979623396133
SOBOL,CMA,Problem17,382.6024,0.9622031,0.8559236,2.740937,0.3481797,42.39756540154723,41.14590154140917
SOBOL,CMA,Problem17,387.3054,0.168241,1.266547,2.491875,0.8995444,44.61567081597343,42.11139213641078
SOBOL,CMA,Problem17,387.3054,0.168241,1.302192,0.08897809,0.8995444,51.620474509531235,42.10467395140083
SOBOL,CMA,Problem17,387.3054,0.168241,1.302192,2.491875,0.8995444,49.87974616252726,42.91459280924883
SOBOL,CMA,Problem17,387.3054,0.168241,1.302192,2.491875,0.9677873,49.501970679950816,48.426012209561485
SOBOL,CMA,Problem17,387.3054,0.5493228,1.302192,2.491875,0.8995444,52.28589282432834,48.5648511996809
SOBOL,CMA,Problem17,393.1815,0.1283379,1.867136,3.68556,0.4019327,46.78423132472593,49.75008879081014
SOBOL,CMA,Problem17,393.1815,0.5780406,1.84189,1.52965,0.9262861,55.833640479247876,49.71071362960137
SOBOL,CMA,Problem17,398.8358,0.4257606,1.751218,0.6356682,0.6005934,49.894088869829936,48.26797157751994
SOBOL,CMA,Problem17,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,52.64804433269562,50.758262201635496
SOBOL,CMA,Problem17,398.8358,0.7447657,1.751218,0.5911802,0.6005934,76.80637670016277,63.83264387864271
SOBOL,CMA,Problem17,398.8358,0.7447657,1.751218,0.6356682,0.6005934,50.22058713002147,51.82832326653639
SOBOL,CMA,Problem17,398.8358,0.7447657,1.751218,0.6356682,0.6120411,60.04492709143462,55.130469526559835
SOBOL,CMA,Problem17,402.4054,0.1349685,0.4193885,1.193021,0.08004111,72.23989660097848,55.0929936279037
SOBOL,CMA,Problem17,402.4054,0.9647419,1.334292,3.889569,0.190521,54.12007379241133,52.02157538070961
SOBOL,CMA,Problem17,407.0662,0.2750229,0.4111236,3.672865,0.1788039,49.361370455242,33.90045977744867
SOBOL,CMA,Problem17,407.0662,0.2750229,0.4940148,1.880605,0.1788039,48.57208551918938,36.9351446348114
SOBOL,CMA,Problem17,407.0662,0.2750229,0.4940148,3.672865,0.1788039,50.30784844027936,51.52167685622641
SOBOL,CMA,Problem17,407.0662,0.2750229,0.4940148,3.672865,0.8896988,33.690218389659385,34.3964992256144
SOBOL,CMA,Problem17,407.0662,0.454861,0.4940148,3.672865,0.1788039,52.85888976091672,57.6036910063721
SOBOL,CMA,Problem17,412.5551,0.493567,0.6072753,3.164702,0.465553,55.131147379296,50.07407439353388
SOBOL,CMA,Problem17,412.5551,0.493567,0.6072753,3.164702,0.858417,53.98355321202413,44.2358289275921
SOBOL,CMA,Problem17,412.5551,0.493567,0.6072753,3.240956,0.858417,56.36983848886169,58.637494749186814
SOBOL,CMA,Problem17,412.5551,0.493567,1.124315,3.164702,0.858417,52.55662739869901,49.07970453580574
SOBOL,CMA,Problem17,412.5551,0.7394409,0.6072753,3.164702,0.858417,55.467598483962384,54.31802146109982
SOBOL,CMA,Problem17,416.0332,0.5943645,1.405398,1.254877,0.7268819,38.430189616901544,41.16385568777081
SOBOL,CMA,Problem17,416.0332,0.8850214,1.729432,1.382696,0.0530257,56.65964690175815,56.607330910805416
SOBOL,CMA,Problem17,42.4199,0.470822,0.224619,2.39351,0.314281,43.883902526093486,41.6001707499801
SOBOL,CMA,Problem17,42.4199,0.563931,1.03638,1.10695,0.655152,59.40343700941987,57.3556841854447
SOBOL,CMA,Problem17,421.4881,0.1349685,0.4193885,1.193021,0.08004111,65.5861141490244,49.016662340129415
SOBOL,CMA,Problem17,421.4881,0.1349685,0.4193885,1.193021,0.190521,44.030784332321566,52.85992518105483
SOBOL,CMA,Problem17,421.4881,0.1349685,0.4193885,3.889569,0.08004111,53.48574652601467,46.46604565687415
SOBOL,CMA,Problem17,421.4881,0.1349685,1.334292,1.193021,0.08004111,54.01714411355298,46.14660811565754
SOBOL,CMA,Problem17,421.4881,0.9647419,0.4193885,1.193021,0.08004111,70.63388728380649,51.67553405029828
SOBOL,CMA,Problem17,429.9554,0.4379301,0.8674117,0.9913926,0.7206558,50.29089160513113,51.96761500940705
SOBOL,CMA,Problem17,429.9554,0.8326205,0.8674117,0.9913926,0.2002405,60.87376471618914,57.65135410372381
SOBOL,CMA,Problem17,429.9554,0.8326205,0.8674117,0.9913926,0.7206558,47.62171422252707,46.31855178909661
SOBOL,CMA,Problem17,429.9554,0.8326205,0.8674117,3.642634,0.7206558,49.28925701096555,52.00288964375939
SOBOL,CMA,Problem17,429.9554,0.8326205,0.8733716,0.9913926,0.7206558,47.84379412355515,49.86024777780716
SOBOL,CMA,Problem17,432.0806,0.2088238,0.8826737,1.06387,0.7702922,58.50841559362943,54.48369181571288
SOBOL,CMA,Problem17,432.0806,0.2577423,1.523545,1.877883,0.9323399,41.15592056643166,46.47949414549165
SOBOL,CMA,Problem17,439.2945,0.4175532,1.393657,2.306374,0.7761733,33.59568563852486,36.012991108128475
SOBOL,CMA,Problem17,439.2945,0.58547,1.00063,2.409685,0.6703168,53.067502690755944,43.60994439705253
SOBOL,CMA,Problem17,444.2803,0.3207307,1.133261,3.071015,0.3643292,47.407276981344516,50.3258189003668
SOBOL,CMA,Problem17,444.2803,0.7372871,0.7871541,0.07841701,0.5824735,47.617816090398385,43.13201457709144
SOBOL,CMA,Problem17,448.4446,0.5563545,1.112601,0.03564913,0.0346927,64.7460462397018,50.33799528260987
SOBOL,CMA,Problem17,448.4446,0.9693897,0.4335757,1.377189,0.281006,50.72578567030603,45.4127887573378
SOBOL,CMA,Problem17,452.7272,0.6771611,1.934426,0.6935107,0.4607264,42.45318738910089,41.72364881289106
SOBOL,CMA,Problem17,452.7272,0.7275681,1.908712,0.6935107,0.4607264,38.440418549572335,39.82389206430217
SOBOL,CMA,Problem17,452.7272,0.7275681,1.934426,0.6935107,0.4607264,32.99602970308326,33.02041980052727
SOBOL,CMA,Problem17,452.7272,0.7275681,1.934426,0.6935107,0.7916798,54.47519922340527,56.70399674893264
SOBOL,CMA,Problem17,452.7272,0.7275681,1.934426,0.7597425,0.4607264,55.47192410870495,49.451836977421976
SOBOL,CMA,Problem17,456.5859,0.109627,0.7607287,2.162199,0.6410377,61.387702954686894,60.939067373041105
SOBOL,CMA,Problem17,456.5859,0.9314541,0.2915585,2.162199,0.6410377,70.16107714931985,56.028196109877534
SOBOL,CMA,Problem17,456.5859,0.9314541,0.7607287,1.30894,0.6410377,35.50790525347023,34.1148923465085
SOBOL,CMA,Problem17,456.5859,0.9314541,0.7607287,2.162199,0.5937159,52.24094360582667,37.81870001111614
SOBOL,CMA,Problem17,456.5859,0.9314541,0.7607287,2.162199,0.6410377,47.39744634674566,42.69759547419961
SOBOL,CMA,Problem17,463.8172,0.3514377,0.4790598,2.836022,0.5766233,58.45576055044428,49.910903617635675
SOBOL,CMA,Problem17,463.8172,0.3514377,1.792935,2.341358,0.5766233,54.793130879520035,50.33676445064419
SOBOL,CMA,Problem17,463.8172,0.3514377,1.792935,2.836022,0.09969904,56.67490739813133,66.76513170355236
SOBOL,CMA,Problem17,463.8172,0.3514377,1.792935,2.836022,0.5766233,58.043853739325336,47.21780445395278
SOBOL,CMA,Problem17,463.8172,0.4864865,1.792935,2.836022,0.5766233,53.87348760436377,48.886957333439554
SOBOL,CMA,Problem17,469.74,0.2394205,1.533354,1.661017,0.5389572,55.219717149460585,61.75180723266462
SOBOL,CMA,Problem17,469.74,0.2394205,1.659436,1.661017,0.04619915,54.89248130322687,53.39962600931349
SOBOL,CMA,Problem17,469.74,0.2394205,1.659436,1.661017,0.5389572,39.51129581385398,43.71972911789661
SOBOL,CMA,Problem17,469.74,0.2394205,1.659436,2.369618,0.5389572,44.65390291317447,46.41182769161903
SOBOL,CMA,Problem17,469.74,0.5879414,1.659436,1.661017,0.5389572,50.58781586389352,55.27262078227366
SOBOL,CMA,Problem17,47.3209,0.663486,1.62144,0.172387,0.824947,66.22312214253371,53.29200600339774
SOBOL,CMA,Problem17,47.3209,0.663486,1.62144,1.71214,0.441909,65.63770856445248,54.12261083475994
SOBOL,CMA,Problem17,47.3209,0.663486,1.62144,1.71214,0.824947,46.90072111461186,49.30621962496923
SOBOL,CMA,Problem17,47.3209,0.663486,1.70042,1.71214,0.824947,38.180107018626586,43.29691522759793
SOBOL,CMA,Problem17,47.3209,0.82743,1.62144,1.71214,0.824947,57.67108177565651,57.873031037576006
SOBOL,CMA,Problem17,471.6762,0.3070124,0.2030821,2.599925,0.2636124,64.46243053365879,52.195324501198215
SOBOL,CMA,Problem17,471.6762,0.6169173,1.209976,2.660054,0.6862861,46.12673309382228,47.94759969364334
SOBOL,CMA,Problem17,476.2601,0.2774447,0.6998366,1.616455,0.7579046,62.42188300773948,61.50808549779741
SOBOL,CMA,Problem17,476.2601,0.2774447,0.6998366,3.956992,0.04489436,67.89757355730391,59.9196441972021
SOBOL,CMA,Problem17,476.2601,0.2774447,0.6998366,3.956992,0.7579046,67.45591516360174,60.23563951257698
SOBOL,CMA,Problem17,476.2601,0.2774447,1.588155,3.956992,0.7579046,47.066827207919864,45.201869250591216
SOBOL,CMA,Problem17,476.2601,0.8952541,0.6998366,3.956992,0.7579046,57.954955924367674,53.86776754361827
SOBOL,CMA,Problem17,483.7858,0.5066515,0.8117311,2.897916,0.3863149,63.14907305540688,56.90215712820328
SOBOL,CMA,Problem17,483.7858,0.7253606,0.8117311,0.649448,0.3863149,60.295992033583616,55.179711356969776
SOBOL,CMA,Problem17,483.7858,0.7253606,0.8117311,2.897916,0.2136786,57.21467815961728,56.18147049912731
SOBOL,CMA,Problem17,483.7858,0.7253606,0.8117311,2.897916,0.3863149,50.39002012291567,47.21127012136016
SOBOL,CMA,Problem17,483.7858,0.7253606,0.9875035,2.897916,0.3863149,53.07890940958794,46.14846448645855
SOBOL,CMA,Problem17,488.5873,0.3976596,0.9306573,2.51183,0.5007956,46.91925025956281,36.75804745939221
SOBOL,CMA,Problem17,488.5873,0.3976596,0.9306573,2.522117,0.5007956,59.55749533653681,62.44892446505392
SOBOL,CMA,Problem17,488.5873,0.3976596,0.9306573,2.522117,0.8818654,49.65482626078374,45.67341450359416
SOBOL,CMA,Problem17,488.5873,0.3976596,1.45775,2.522117,0.5007956,57.29818495845953,57.651683094551856
SOBOL,CMA,Problem17,488.5873,0.4487492,0.9306573,2.522117,0.5007956,71.31783426022982,63.898943372176944
SOBOL,CMA,Problem17,49.6382,0.48976,0.524055,3.5913,0.413217,68.11878810229045,55.92074842167278
SOBOL,CMA,Problem17,49.6382,0.845754,0.524055,0.336352,0.413217,53.31883106654702,60.92846111790993
SOBOL,CMA,Problem17,49.6382,0.845754,0.524055,3.5913,0.413217,65.48443698592659,56.83532081205108
SOBOL,CMA,Problem17,49.6382,0.845754,0.524055,3.5913,0.875295,65.59186377127423,58.531773817137406
SOBOL,CMA,Problem17,49.6382,0.845754,1.07047,3.5913,0.413217,47.26306897600223,47.156571660285046
SOBOL,CMA,Problem17,492.64,0.2199486,1.200099,3.148308,0.07718388,48.57959027050804,51.901389936089025
SOBOL,CMA,Problem17,492.64,0.3139476,0.9481265,0.5237644,0.6794292,46.38183063628155,42.96061901302595
SOBOL,CMA,Problem17,499.0644,0.137078,0.2202601,1.756647,0.3946726,60.9315326800291,53.1059067508927
SOBOL,CMA,Problem17,499.0644,0.137078,0.2202601,1.756647,0.7658164,29.60306454342004,34.294710962316984
SOBOL,CMA,Problem17,499.0644,0.137078,0.2202601,3.237968,0.7658164,51.4131451413653,56.59620430108154
SOBOL,CMA,Problem17,499.0644,0.137078,1.338242,1.756647,0.7658164,48.7903615209607,52.87052336425016
SOBOL,CMA,Problem17,499.0644,0.267348,0.2202601,1.756647,0.7658164,61.26975293029269,52.36942359026061
SOBOL,CMA,Problem17,501.4495,0.903765,0.9063944,1.290862,0.6901677,65.85348880587482,62.19835736765717
SOBOL,CMA,Problem17,501.4495,0.9895368,0.7398554,1.980506,0.5745614,58.23076671345733,54.15978935527569
SOBOL,CMA,Problem17,507.7485,0.4175532,1.00063,2.409685,0.6703168,70.84571578063152,61.40557147862507
SOBOL,CMA,Problem17,507.7485,0.58547,1.00063,2.306374,0.6703168,59.62481953895907,59.31679587338089
SOBOL,CMA,Problem17,507.7485,0.58547,1.00063,2.409685,0.6703168,41.93342731057358,45.53238973635151
SOBOL,CMA,Problem17,507.7485,0.58547,1.00063,2.409685,0.7761733,57.044368900002446,63.145720254206765
SOBOL,CMA,Problem17,507.7485,0.58547,1.393657,2.409685,0.6703168,47.18625560333299,50.7561151442236
SOBOL,CMA,Problem17,512.3937,0.1550823,0.7960131,3.045247,0.1001163,43.4242521222662,42.174357878891435
SOBOL,CMA,Problem17,512.3937,0.6501952,0.6929133,0.1015476,0.7842188,65.34565794812865,54.852365824266755
SOBOL,CMA,Problem17,517.9271,0.1877265,0.6411703,2.223251,0.9597999,64.31351305349604,59.05005049316478
SOBOL,CMA,Problem17,517.9271,0.1877265,0.9573932,1.450948,0.9597999,61.17319670232734,63.913647915576284
SOBOL,CMA,Problem17,517.9271,0.1877265,0.9573932,2.223251,0.1575177,38.51686527422461,38.37567399044752
SOBOL,CMA,Problem17,517.9271,0.1877265,0.9573932,2.223251,0.9597999,61.44426450986233,54.0716285051992
SOBOL,CMA,Problem17,517.9271,0.6129825,0.9573932,2.223251,0.9597999,48.666709129164225,46.382821601314916
SOBOL,CMA,Problem17,520.9588,0.407094,0.1460817,2.706542,0.5247444,56.92582437849204,46.51028889168901
SOBOL,CMA,Problem17,520.9588,0.407094,0.4860707,2.706542,0.09229155,65.03927595194273,56.617606168464626
SOBOL,CMA,Problem17,520.9588,0.407094,0.4860707,2.706542,0.5247444,59.023440351259325,46.5274001142848
SOBOL,CMA,Problem17,520.9588,0.407094,0.4860707,2.966489,0.5247444,47.873008073995905,44.155184389930504
SOBOL,CMA,Problem17,520.9588,0.751505,0.4860707,2.706542,0.5247444,65.7852011355835,55.725303339919925
SOBOL,CMA,Problem17,527.603,0.1029607,1.182911,1.738251,0.292254,32.45793057553229,27.15478515241641
SOBOL,CMA,Problem17,527.603,0.9340523,0.3211242,1.56737,0.6653095,47.62882524708637,51.658463895153396
SOBOL,CMA,Problem17,531.5336,0.2556997,0.6723832,3.766268,0.3546772,64.01131009130765,55.240113390565675
SOBOL,CMA,Problem17,531.5336,0.2556997,0.8209189,3.271306,0.3546772,44.98524866245563,50.801167837463126
SOBOL,CMA,Problem17,531.5336,0.2556997,0.8209189,3.766268,0.3546772,57.805404101357304,44.42464148365881
SOBOL,CMA,Problem17,531.5336,0.2556997,0.8209189,3.766268,0.860551,46.67334917848987,55.45813645159273
SOBOL,CMA,Problem17,531.5336,0.7151573,0.8209189,3.766268,0.3546772,56.94323895670397,50.779662737334995
SOBOL,CMA,Problem17,535.3461,0.6263922,1.321253,1.497648,0.3835643,50.14957806287579,42.37928830597518
SOBOL,CMA,Problem17,535.3461,0.6263922,1.321253,1.497648,0.5113351,37.466005959253515,39.307765022614376
SOBOL,CMA,Problem17,535.3461,0.6263922,1.321253,3.919367,0.3835643,51.58485910313956,46.707132480202624
SOBOL,CMA,Problem17,535.3461,0.6263922,1.572739,1.497648,0.3835643,44.435308526125745,48.45187447209127
SOBOL,CMA,Problem17,535.3461,0.9139736,1.321253,1.497648,0.3835643,45.518224104994104,51.119826426638525
SOBOL,CMA,Problem17,540.7221,0.1766446,0.5413501,2.117408,0.9362872,44.393427690469004,52.37702774510032
SOBOL,CMA,Problem17,540.7221,0.8171344,0.2332908,1.581108,0.8726816,53.917271706016095,48.80403404253173
SOBOL,CMA,Problem17,547.0647,0.2479912,1.106507,2.190678,0.9411273,44.937422255489274,49.48029463494935
SOBOL,CMA,Problem17,547.0647,0.6484512,0.3061954,2.616649,0.8255687,48.12300741840056,54.10961506864391
SOBOL,CMA,Problem17,55.9446,0.734202,0.712048,0.955848,0.704816,67.8062788972548,63.04277021906022
SOBOL,CMA,Problem17,55.9446,0.788606,0.712048,0.550376,0.704816,56.49867084638148,65.88681916551256
SOBOL,CMA,Problem17,55.9446,0.788606,0.712048,0.955848,0.275152,41.869629851188854,41.724063321346925
SOBOL,CMA,Problem17,55.9446,0.788606,0.712048,0.955848,0.704816,62.98279947675245,56.05226271752058
SOBOL,CMA,Problem17,55.9446,0.788606,0.720535,0.955848,0.704816,49.19457830585414,44.43885278286445
SOBOL,CMA,Problem17,553.4231,0.6050349,1.988651,0.1491895,0.2681389,38.07421372954851,37.3426856379175
SOBOL,CMA,Problem17,553.4231,0.8879965,1.460603,3.722697,0.01993331,54.793950794532975,47.395383700490726
SOBOL,CMA,Problem17,554.9882,0.5032174,0.6833634,2.550107,0.55895,52.792004055961506,44.4573892355206
SOBOL,CMA,Problem17,554.9882,0.8995306,1.630171,3.412142,0.717463,49.397444938381405,52.923457895557604
SOBOL,CMA,Problem17,562.3125,0.7342016,0.7205351,0.5503755,0.2751518,58.48399846917354,56.254917093121776
SOBOL,CMA,Problem17,562.3125,0.7886063,0.7120479,0.9558478,0.7048165,62.495381603394016,63.23310615420718
SOBOL,CMA,Problem17,567.1192,0.3327259,0.658578,3.291623,0.5090141,52.53246513794674,59.93154053172982
SOBOL,CMA,Problem17,567.1192,0.6350678,0.5507068,3.291623,0.5090141,54.02902992998473,57.15340382711147
SOBOL,CMA,Problem17,567.1192,0.6350678,0.658578,0.2814198,0.5090141,57.9935780744156,56.15414926645687
